ТН;ТБ;ГОСБ;кластер;сумма
00000000000001436102;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;-7425504
00000000000001738313;Юго-Западный банк;Ростовское ГОСБ;1;29463637865
00000000000001687593;Уральский банк;Челябинское ГОСБ;1;-212070
00000000000001976001;Дальневосточный банк;Приморское ГОСБ;1;4322960423
00000000000002153382;Северо-Западный банк;ГО по Санкт-Петербургу;1;20785646748
00000000000000782346;Юго-Западный банк;Краснодарское ГОСБ;1;22895312383
00000000000000895366;Юго-Западный банк;Ростовское ГОСБ;1;-6056526
00000000000000768588;Центрально-Черноземный банк;ГО по Луганской Народной Республике;5;0
00000000000001941696;Среднерусский банк;Костромское ГОСБ;4;28146977555
00000000000001005841;Юго-Западный банк;Краснодарское ГОСБ;1;22723746198
00000000000002004441;Московский банк;Управление МБ по работе с предприятиями торговли;1;23554775285
00000000000002178655;Дальневосточный банк;Хабаровское ГОСБ;2;26282029918
00000000000000701970;Северо-Западный банк;ГО по Ленинградской области;2;26618536267
00000000000001394635;Дальневосточный банк;Хабаровское ГОСБ;2;17328518172
00000000000002233083;Поволжский банк;Волгоградское ГОСБ;2;-5788484
00000000000001837272;Среднерусский банк;Ивановское ГОСБ;4;21761483521
00000000000001757611;Московский банк;Управление МБ по работе с предприятиями торговли;1;29959064226
00000000000001010884;Дальневосточный банк;Благовещенское ГОСБ;3;21290890168
00000000000001741271;Волго-Вятский банк;Банк Татарстан ГОСБ;1;7634180495
